"ACCOUNT SID","ASSOCIATED RESOURCE SID","CAN SEND MESSAGES","COMPLIANCE STATUS","COUNTRY","DATA LAST RETRIEVED","LAST STATUS UPDATE","NUMBER TYPE","PARENT ACCOUNT SID","PHONE NUMBER","REGISTRATION TYPE","SID"
"AC88fbd884179b8448f4ec0bab6a263f89","","false","UNREGISTERED","US","2026-05-05 17:03:09 UTC","","LOCAL","","15419915070","A2P","PN165a66c1880bb523d997a9e469e26b8e"
